Publication Number,Priority Date,Inventor - w/address,Assignee - Original w/address
WO2005117994A3,2004-06-03 | 2005-06-03,LI Linheng | HE Xi,"STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2003093445A2,2002-05-03 | 2003-05-05,"LI Linheng,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2004063341A2,2003-01-10 | 2003-08-14 | 2004-01-09,"LI Linheng,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2004063341A3,2003-01-10 | 2003-08-14 | 2004-01-09,"LI Linheng,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2003087305A3,2002-04-04 | 2002-06-19 | 2003-04-04,"XIE Ting,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2003087305A2,2002-04-04 | 2002-06-19 | 2003-04-04,"XIE Ting,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US"
WO2007124125A2,2006-04-21 | 2007-04-21,"LI Linheng,US | HE Xi,US | LI Zhixin,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US | LI Linheng,US | HE Xi,US | LI Zhixin,US | ZHANG Jiwang,US"
WO2007124125A3,2006-04-21 | 2007-04-21,"LI Linheng,US | HE Xi,US | LI Zhixin,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US | LI Linheng,US | HE Xi,US | LI Zhixin,US | ZHANG Jiwang,US"
WO2007124124A2,2006-04-21 | 2007-04-21,"LI Linheng,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US | LI Linheng,US | ZHANG Jiwang,US"
WO2007124124A3,2006-04-21 | 2007-04-21,"LI Linheng,US | ZHANG Jiwang,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US | LI Linheng,US | ZHANG Jiwang,US"
WO2008133904A1,2007-04-23 | 2008-02-22 | 2008-04-23,"PERRY John M.,US | LI Linheng,US | GRINDLEY Justin C.,US","STOWERS INSTITUTE FOR MEDICAL RESEARCH,US | PERRY John M.,US | LI Linheng,US | GRINDLEY Justin C.,US"
WO2006101834A1,2005-03-17 | 2006-03-15,"ALLEN HOFFMANN Lynn,US | IVARIE Cathy Ann Rasmussen,US | CENTANNI John M.,US","STRATATECH CORPORATION,US"
WO2005012492A2,2003-08-01 | 2003-08-08 | 2004-07-30,"CENTANNI John M.,US | ALLEN HOFFMANN Lynn,US","STRATATECH CORPORATION,US"
WO2004013606A2,2002-08-02 | 2003-08-01,"ALLEN-HOFFMANN Lynn,US | CENTANNI John M.,US","STRATATECH CORPORATION,US | ALLEN-HOFFMANN Lynn,US | CENTANNI John M.,US"
WO2004110372A2,2003-05-30 | 2004-05-28,"CONRAD Paul,US | HOFFMANN Michael,US | ALLEN-HOFFMANN Lynn,US","STRATATECH CORPORATION,US | CONRAD Paul,US | HOFFMANN Michael,US | ALLEN-HOFFMANN Lynn,US"
WO2009157869A1,2008-06-27 | 2009-06-29,"GESTRELIUS Stina,SE | DARD Michel,CH | RANEVSKI Ruzica,CH | LYNGSTADAAS S. Petter,NO | MAUTH Corinna,CH","STRAUMANN HOLDING AG,CH | GESTRELIUS Stina,SE | DARD Michel,CH | RANEVSKI Ruzica,CH | LYNGSTADAAS S. Petter,NO | MAUTH Corinna,CH"
WO1996014400A1,1994-11-08 | 1995-05-24 | 1995-11-03,STRINGER Bradley Michael John,STRINGER Bradley Michael John
WO1996014396A1,1994-11-08 | 1995-11-03,STRINGER Bradley Michael John,STRINGER Bradley Michael John
WO1996029395A1,1995-03-21 | 1996-03-20,STRINGER Bradley Michael John,STRINGER Bradley Michael John
WO2005068473A1,2003-12-17 | 2004-08-02 | 2004-12-17,"BOUNAUD Pierre,US | VAINO Andrew,US","STRUCTURAL GENOMIX INC.,US"
WO2005077403A1,2004-02-04 | 2005-02-04,"LEE John C.,US | YEH Lee Chuan C.,US","STRYKER CORPORATION,US"
WO1997021447A1,1995-12-12 | 1996-12-11,"LEE John C.,US | YEH Lee-Chuan C.,US","STRYKER CORPORATION,US"
WO2001023563A2,1999-09-27 | 2000-09-27,"LEE John C.,US | YEH Lee-Chuan C.,US","STRYKER CORPORATION,US"
WO2005084701A1,2004-02-04,"LEE John C.,US | YEH Lee-Chuan C.,US","STRYKER CORPORATION,US"
WO2005111069A2,2004-05-11 | 2005-05-11,"LEE John C.,US | YEH Lee-Chuan C.,US","STRYKER CORPORATION,US"
WO2000020591A2,1998-10-07 | 1999-08-16 | 1999-10-07,"OPPERMANN Hermann,US | TAI MeiSheng,US | MCCARTNEY John,US","STRYKER CORPORATION,US"
WO2001074379A2,2000-03-31 | 2001-03-23,"RIPAMONTI Ugo,ZA | RAMOSHEBI Lentsha Nathaniel,ZA","STRYKER CORPORATION,US"
WO2001074379A3,2000-03-31 | 2001-03-23,"RIPAMONTI Ugo,ZA | RAMOSHEBI Lentsha Nathaniel,ZA","STRYKER CORPORATION,US"
WO2001044514A2,1999-12-16 | 2000-12-15,"YEH Lee-Chuan C.,US | LEE John C.,US","STRYKER CORPORATION,US"
WO2009045321A1,2007-09-28 | 2008-09-26,"ALAOUI Hicham,US | LAVERY Karen,US","STRYKER CORPORATION,US | ALAOUI Hicham,US | LAVERY Karen,US"
WO2010110974A1,2009-03-24 | 2010-02-19,"ALAOUI-ISMAILI Moulay Hicham,US","STRYKER CORPORATION,US | ALAOUI-ISMAILI Moulay Hicham,US"
WO2010101638A1,2009-03-04 | 2010-03-03,"MILLER M. Todd,US | LEWIS Chad Wayne,US | QUINONES MORALES David Eloy,PR","STRYKER CORPORATION,US | MILLER M. Todd,US | LEWIS Chad Wayne,US | QUINONES MORALES David Eloy,PR"
WO2010056811A1,2008-11-12 | 2009-06-18 | 2009-08-28 | 2009-11-12,"GARIGAPATI Venkat R.,US | HESS Brian J.,US | AHOLA Jon,US","STRYKER DEVELOPMENT LLC,US | GARIGAPATI Venkat R.,US | HESS Brian J.,US | AHOLA Jon,US"
WO2010140162A2,2009-05-17 | 2010-05-17,"SUBHADRA Dravida,IN | SUNDAI Pisupati,IN | VENKATA Ram Kashyap Akshantala","SUBHADRA Dravida,IN | SUNDAI Pisupati,IN"
WO2009104807A1,2008-02-19 | 2009-02-19,"UENO Ryuji,US | KUNO Sachiko,US","SUCAMPO AG,CH | UENO Ryuji,US | KUNO Sachiko,US"
WO2005093076A1,2004-03-29 | 2005-03-28,"HOSEN Naoki,JP | HASTIE N. D.,GB","SUGIYAMA Haruo,JP"
WO2005001117A1,2003-06-27 | 2004-03-12 | 2004-06-25,"SUGIYAMA Haruo,JP","SUGIYAMA Haruo,JP"
WO2004016779A1,2002-08-17 | 2003-08-14,"KIM Sung-Soo,KR | KIM Ji-Won,KR | LEE Young-Don,KR | AHN Seung-Cheol,KR","SUH Hae-Young,KR"
WO2001076611A1,2000-04-10 | 2000-10-26,"SUKHIKH Genady Tikhonovich,RU","SUKHIKH Genady Tikhonovich,RU"
WO2000064377A1,1999-04-27 | 2000-04-27,"ANDERSON Diane Lee,US | RANIERI John Paul,US | COLOGNESI Maurizio Capogrossi,IT | SCOCCIANTI Marco,IT | FACCHIANO Antonio,IT","SULZER BIOLOGICS INC.,US"
WO2001076654A1,2000-04-07 | 2001-04-09,"MOEHLENBRUCK Jeffrey William,US | RANIERI John Paul,US","SULZER BIOLOGICS INC.,US"
WO1999008728A1,1997-08-14 | 1998-08-12,"ATKINSON Brent A.,CH | BITTMANN Pedro,CH | BENEDICT James John,US | RANIERI John,US | WHITNEY Marsha Lynn,US | CHICKERING Donald,US","SULZER INNOTEC AG,CH"
WO1997046665A1,1996-06-04 | 1997-06-02,"RIESER Franz,CH | M�LLER Werner,CH | BITTMANN Pedro,CH | MAINIL-VARLET Pierre,CH | SAAGER Christoph P.,CH","SULZER ORTHOPEDICS LTD.,CH"
WO2010035885A1,2008-09-24 | 2009-09-24,"HORIE Nobuyuki,JP | KAWAMURA Satoshi,JP","SUMITOMO CHEMICAL COMPANY LIMITED,JP | HORIE Nobuyuki,JP | KAWAMURA Satoshi,JP"
WO2006016692A1,2004-08-10 | 2005-08-09,"NAITO Yoshikazu,JP | OEDA Kenji,JP | SUKATA Tokuo,JP | INOUE Yoshifumi,JP","SUMITOMO CHEMICAL COMPANY LIMITED,JP | SUMITOMO PHARMACEUTICALS COMPANY LIMITED,JP | TRANS GENIC INC.,JP"
WO2009148177A1,2008-06-03 | 2009-06-02,"SUZUKI Noriyuki,JP | SAITO Koichi,JP | ANDO Satoshi,JP | HORIE Nobuyuki,JP","SUMITOMO CHEMICAL COMPANY LIMITED,JP | SUZUKI Noriyuki,JP | SAITO Koichi,JP | ANDO Satoshi,JP | HORIE Nobuyuki,JP"
WO2005085427A1,2004-03-04 | 2004-10-26 | 2005-03-01,"TERATANI Takumi,JP | OCHIYA Takahiro,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP"
WO2006035741A1,2004-09-29 | 2005-09-27,"YAMANAKA Shinya,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP"
WO2002097090A1,2001-05-31 | 2002-05-31,"KAIHO Hideko,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP | YAMANAKA Shinya,JP"
WO2005035562A1,2003-10-07 | 2004-10-05,"YAMANAKA Shinya,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP | YAMANAKA Shinya,JP"
WO2004067744A1,2003-01-31 | 2004-01-28,"YAMANAKA Shinya,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP | YAMANAKA Shinya,JP"
WO2005080598A1,2004-02-19 | 2004-08-10 | 2004-09-24 | 2005-02-16,"YAMANAKA Shinya,JP","SUMITOMO PHARMACEUTICALS CO. LTD.,JP | YAMANAKA Shinya,JP"
WO2008055224A3,2006-11-01 | 2007-10-31,"SUN DongMing,US | YOUNG Wise,US","SUN DongMing,US | YOUNG Wise,US"
WO2008055224A2,2006-11-01 | 2007-10-31,"SUN DongMing,US | YOUNG Wise,US","SUN DongMing,US | YOUNG Wise,US"
WO2005061531A1,2003-12-21 | 2004-05-31,"SUN Jialin,CN","SUN Jialin,CN"
WO2010107192A2,2009-03-20 | 2010-03-03,"KANG Kyung Sun,KR | ROH Kyoung Hwan,KR","SUN R&DB FOUNDATION,KR | KANG Kyung Sun,KR | ROH Kyoung Hwan,KR"
WO2009114922A1,2008-03-19,"SUN Yu,CA | WANG Wenhui,NZ","SUN Yu,CA | WANG Wenhui,NZ"
WO2008136729A1,2007-05-04 | 2007-06-07 | 2007-07-10 | 2008-04-30,"SUNDSTR�M Erik,SE | �KESSON Elisabet,SE | LAURELL Thomas,SE | WALLMAN Lars,SE","SUNDSTR�M Erik,SE | �KESSON Elisabet,SE | LAURELL Thomas,SE | WALLMAN Lars,SE"
WO2005100551A1,2004-04-13,"KIM Kye Seong,KR | LEE Dong Ryul,KR","SUNGKWANG EDUCATIONAL FOUNDATION,KR | CHABIOTECH CO. LTD.,KR | KIM Kye Seong,KR | LEE Dong Ryul,KR"
WO2010051634A9,2008-11-07 | 2009-11-06,"ZUNIGA-PFL�CKER Juan Carlos,CA | AWONG Geneve,CA | LA MOTTE-MOHS Ross,CA","SUNNYBROOK HEALTH SCIENCES CENTRE,CA | ZUNIGA-PFL�CKER Juan Carlos,CA | AWONG Geneve,CA | LA MOTTE-MOHS Ross,CA"
WO2010051634A1,2008-11-07 | 2009-11-06,"ZUNIGA-PFL�CKER Juan Carlos,CA | AWONG Geneve,CA | LA MOTTE-MOHS Ross,CA","SUNNYBROOK HEALTH SCIENCES CENTRE,CA | ZUNIGA-PFL�CKER Juan Carlos,CA | AWONG Geneve,CA | LA MOTTE-MOHS Ross,CA"
WO2002059263A2,2000-12-19 | 2001-12-19,"BELMONT Heather J.,US | WONG Hing C.,US | WITTMAN Vaughan P.,US | WEIDANZ Jon A.,US","SUNOL MOLECULAR CORPORATION,US"
WO2006073692A3,2005-01-03 | 2005-12-12,"VIRGIL Paunescu,RO | ERIKA Iuliana Suciu,RO | CALIN Adrian Tatu,RO | TUDOR Ionel Opera,US","SUNSET MOLECULAR DISCOVERY LLC,US"
WO2006073692A2,2005-01-03 | 2005-12-12,"VIRGIL Paunescu,RO | ERIKA Iuliana Suciu,RO | CALIN Adrian Tatu,RO | TUDOR Ionel Opera,US","SUNSET MOLECULAR DISCOVERY LLC,US"
WO2007063820A1,2005-12-02 | 2006-11-28,"KITA Kazuyoshi,JP | KATSURAGI Yasuhiro,JP | TAKEMURA Akane,JP","SUNSTAR INC.,JP | KITA Kazuyoshi,JP | KATSURAGI Yasuhiro,JP | TAKEMURA Akane,JP"
WO2000045633A1,1999-02-05 | 2000-02-04,"KURIHARA Tatsuya,JP | MATSUBARA Hiroaki,JP","SUNTORY LIMITED,JP"
WO2008081989A1,2006-12-28 | 2007-12-27,"KONTANI Masanori,JP | ISHIKURA Yoshiyuki,JP | OOSUMI Noriko,JP | MAEKAWA Motoko,JP","SUNTORY LIMITED,JP | TOHOKU UNIVERSITY,JP | KONTANI Masanori,JP | ISHIKURA Yoshiyuki,JP | OOSUMI Noriko,JP | MAEKAWA Motoko,JP"
WO2000001407A1,1998-07-07 | 1999-04-27 | 1999-07-06,"PARKKINEN Jaakko,FI | VON BONSDORFF-LINDEBERG Leni,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI"
WO2008087257A1,2007-01-18 | 2008-01-18,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | VALMU Leena,FI | TIITTANEN Minna,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | VALMU Leena,FI | TIITTANEN Minna,FI"
WO2008087256A1,2007-01-18 | 2008-01-18,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | JAATINEN Taina,FI | HEISKANEN Annamari,FI | NYSTEDT Johanna,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | JAATINEN Taina,FI | HEISKANEN Annamari,FI | NYSTEDT Johanna,FI"
WO2008087258A1,2007-01-18 | 2007-03-13 | 2008-01-18,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | AITIO Olli,FI | VALMU Leena,FI | ANDERSON Heidi,FI | PITK�NEN Virve,FI | PARTANEN Jukka,FI | JAATINEN Taina,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | AITIO Olli,FI | VALMU Leena,FI | ANDERSON Heidi,FI | PITK�NEN Virve,FI | PARTANEN Jukka,FI | JAATINEN Taina,FI"
WO2008087260A1,2007-01-18 | 2007-05-10 | 2007-08-28 | 2008-01-18,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | AITIO Olli,FI | VALMU Leena,FI | NATUNEN Suvi,FI | SALO Hanna,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | AITIO Olli,FI | VALMU Leena,FI | NATUNEN Suvi,FI | SALO Hanna,FI"
WO2008087259A1,2007-01-18 | 2007-03-08 | 2007-03-13 | 2007-05-10 | 2007-06-29 | 2007-08-28 | 2008-01-18,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | SALO Hanna,FI | AITIO Olli,FI | VALMU Leena,FI | NATUNEN Suvi,FI | ANDERSON Heidi,FI | PITK�NEN Virve,FI | PARTANEN Jukka,FI | JAATINEN Taina,FI | TIITTANEN Minna,FI | HIRVONEN Tia,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | TIITINEN Sari,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | SALO Hanna,FI | AITIO Olli,FI | VALMU Leena,FI | NATUNEN Suvi,FI | ANDERSON Heidi,FI | PITK�NEN Virve,FI | PARTANEN Jukka,FI | JAATINEN Taina,FI | TIITTANEN Minna,FI | HIRVONEN Tia,FI"
WO2008107522A1,2007-03-08 | 2008-03-07,"NATUNEN Suvi,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | VALMU Leena,FI | PITK�NEN Virve,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | NATUNEN Suvi,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | VALMU Leena,FI | PITK�NEN Virve,FI"
WO2010007214A1,2008-07-16 | 2009-07-16,"NYSTEDT Johanna,FI | ANDERSON Heidi,FI | VALMU Leena,FI | NATUNEN Jari,FI | SATOMAA Tero,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | NYSTEDT Johanna,FI | ANDERSON Heidi,FI | VALMU Leena,FI | NATUNEN Jari,FI | SATOMAA Tero,FI"
WO2006131599A2,2005-06-06 | 2005-08-31 | 2006-03-01 | 2006-06-06,"JAATINEN Taina,FI | HEMMORANTA Heidi,FI | PARTANEN Jukka,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | BLOMQVIST Maria,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI"
WO2007006864A3,2005-07-08 | 2006-07-07,"LAINE Jarmo,FI | JAATINEN Taina,FI | HEMMORANTA Heidi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | LAITINEN Anita,FI | IMPOLA Ulla,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI"
WO2007006864A2,2005-07-08 | 2006-07-07,"LAINE Jarmo,FI | JAATINEN Taina,FI | HEMMORANTA Heidi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | LAITINEN Anita,FI | IMPOLA Ulla,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI"
WO2007006870A2,2005-07-11 | 2005-11-08 | 2006-05-09 | 2006-06-29 | 2006-07-11,"SATOMAA Tero,FI | NATUNEN Jari,FI | LAINE Jarmo,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | HEMMORANTA Heidi,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI"
WO2007006870A3,2005-07-11 | 2005-11-08 | 2006-05-09 | 2006-06-29 | 2006-07-11,"SATOMAA Tero,FI | NATUNEN Jari,FI | LAINE Jarmo,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI | HEMMORANTA Heidi,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI"
WO2010007213A1,2008-07-18 | 2009-04-16 | 2009-07-16,"HIRVONEN Tia,FI | KOTOVUORI Annika,FI | PITK�NEN Virve,FI | NATUNEN Suvi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | VALMU Leena,FI | NATUNEN Jari,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | HIRVONEN Tia,FI | KOTOVUORI Annika,FI | PITK�NEN Virve,FI | NATUNEN Suvi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | VALMU Leena,FI | NATUNEN Jari,FI"
WO2010004096A3,2008-07-11 | 2009-07-13,"IMPOLA Ulla,FI | TIITTANEN Minna,FI | MIKKOLA Milla,FI | PARTANEN Jukka,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | SAARINEN Juhani,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | IMPOLA Ulla,FI | TIITTANEN Minna,FI | MIKKOLA Milla,FI | PARTANEN Jukka,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | SAARINEN Juhani,FI"
WO2010004096A2,2008-07-11 | 2009-07-13,"IMPOLA Ulla,FI | TIITTANEN Minna,FI | MIKKOLA Milla,FI | PARTANEN Jukka,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | SAARINEN Juhani,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | IMPOLA Ulla,FI | TIITTANEN Minna,FI | MIKKOLA Milla,FI | PARTANEN Jukka,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | SAARINEN Juhani,FI"
WO2007054622A1,2005-11-08 | 2006-05-09 | 2006-06-29 | 2006-07-11 | 2006-11-08,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI"
WO2007054620A1,2005-11-08 | 2006-05-09 | 2006-06-29 | 2006-07-11 | 2006-11-08,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | BLOMQVIST Maria,FI | OLONEN Anne,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | IMPOLA Ulla,FI | MIKKOLA Milla,FI"
WO2008000918A1,2006-06-29 | 2006-07-11 | 2006-11-08 | 2007-03-08 | 2007-05-10 | 2007-06-29,"LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | MIKKOLA Milla,FI | NATUNEN Suvi,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | LAINE Jarmo,FI | SATOMAA Tero,FI | NATUNEN Jari,FI | HEISKANEN Annamari,FI | SAARINEN Juhani,FI | JAATINEN Taina,FI | MIKKOLA Milla,FI | NATUNEN Suvi,FI"
WO2009060129A1,2007-11-09 | 2008-11-10,"LAUKKANEN Marja-Leena,FI | TAKKINEN Kristiina,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | PARKKINEN Jaakko,FI | VALMU Leena,FI | TIITINEN Sari,FI | NATUNEN Suvi,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | LAUKKANEN Marja-Leena,FI | TAKKINEN Kristiina,FI | NATUNEN Jari,FI | SATOMAA Tero,FI | PARKKINEN Jaakko,FI | VALMU Leena,FI | TIITINEN Sari,FI | NATUNEN Suvi,FI"
WO2010122232A1,2009-04-23 | 2010-04-23,"NATUNEN Suvi,FI | NYSTEDT Johanna,FI | ANDERSON Heidi,FI | NATUNEN Jari,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | NATUNEN Suvi,FI | NYSTEDT Johanna,FI | ANDERSON Heidi,FI | NATUNEN Jari,FI"
WO2010122234A1,2009-04-24 | 2010-04-26,"SATOMAA Tero,FI | NATUNEN Suvi,FI | VALMU Leena,FI | NATUNEN Jari,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | SATOMAA Tero,FI | NATUNEN Suvi,FI | VALMU Leena,FI | NATUNEN Jari,FI"
WO2010043772A8,2008-10-15 | 2009-10-15,"JAATINEN Taina,FI | MERI Seppo,FI | JUNNIKKALA Sami,FI | LAINE Jarmo,FI | PARTANEN Jukka,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | JAATINEN Taina,FI | MERI Seppo,FI | JUNNIKKALA Sami,FI | LAINE Jarmo,FI | PARTANEN Jukka,FI"
WO2010043772A2,2008-10-15 | 2009-10-15,"JAATINEN Taina,FI | MERI Seppo,FI | JUNNIKKALA Sami,FI | PARTANEN Jukka,FI","SUOMEN PUNAINEN RISTI VERIPALVELU,FI | JAATINEN Taina,FI | MERI Seppo,FI | JUNNIKKALA Sami,FI | LAINE Jarmo,FI | PARTANEN Jukka,FI"
WO2003030643A1,2001-10-12 | 2002-10-10,"DIMARTINO Jorge,US | NELSON John Tippett,US","SUPERGEN INC.,US"
WO1999043328A1,1998-02-26 | 1999-02-11,"WRENN Simeon M. Jr.,US","SUPERGEN INC.,US"
WO2006102108A2,2005-03-18 | 2006-03-17,"MOWER Thomas E.,US","SUPRANATURALS LLC,US"
WO2009092032A1,2008-01-17 | 2009-01-16,"BRENNAN Mark David,US | RAMSEY Timothy Lynn,US","SUREGENE LLC,US | BRENNAN Mark David,US | RAMSEY Timothy Lynn,US"
WO2009033160A1,2007-09-07 | 2007-11-09 | 2007-11-20 | 2008-09-08,"DANIEL John,US | TOFE Robert,US | SPENCER Randall,US | RUSSO John,US","SURGICAL BIOLOGICS,US | DANIEL John,US | TOFE Robert,US | SPENCER Randall,US | RUSSO John,US"
WO2010087961A3,2009-01-28 | 2010-01-28,"PIFERI Peter,US | JENKINS Kimble,US","SURGIVISION INC.,US | PIFERI Peter,US | JENKINS Kimble,US"
