id,Publication Number,Title,PriorityNumber,Priority Date,INPADOC Family ID,Inventor - w/address,INPADOC Family Members,Citing Patents,Cited Refs - Patent,Assignee - Original w/address,Priority Country,url,text
10223,WO2006030970A1,NONHUMAN ANIMAL WITH FICOLIN-A GENE FUNCTION DELETED ,JP2004272403A | WO2005JP17440A,2004,20060323WO2006030970A1,"FUJITA Teizo,JP | ENDO Yuichi,JP | TAKAHASHI Minoru,US",JP2006081512A_ | WO2006030970A1,,,"JAPAN SCIENCE AND TECHNOLOGY AGENCY,JP",JP,http://www.google.com/patents?q=NONHUMAN+ANIMAL+WITH+FICOLIN-A+GENE+FUNCTION+DELETED+&btnG=Search+Patents,0
10241,WO2009042613A1,COMBINATION THERAPY FOR THE TREATMENT OF CANCER USING COX-2 INHIBITORS AND DUAL INHIBITORS OF EGFR [ERBB1] AND HER-2 [ERBB2] ,US2007974731P | WO2008US77402A,2007,20090402CA2700665A1,"ESTOK Thomas M.,US | ZAKNOEN Sara L.,US | MANSFIELD Robert K.,US | LAWHON Tracy,US",CA2700665A1 | EP2205076A1 | EP2205076A4 | JP2010540459A_ | WO2009042613A1,WO2010017163A1,US20050004109A1 | US20050037090A1,"TRAGARA PHARMACEUTICALS INC.,US | ESTOK Thomas M.,US | ZAKNOEN Sara L.,US | MANSFIELD Robert K.,US | LAWHON Tracy,US",US,http://www.google.com/patents?q=COMBINATION+THERAPY+FOR+THE+TREATMENT+OF+CANCER+USING+COX-2+INHIBITORS+AND+DUAL+INHIBITORS+OF+EGFR+[ERBB1]+AND+HER-2+[ERBB2]+&btnG=Search+Patents,0
10248,WO2007021003A1,"Nato3, MARKER OF GROWING PROGENITOR CELL OF DOPAMINE-PRODUCING NEURON ",JP2005237759A | WO2006JP316249A,2005,20070222CA2627593A1,"ONO Yuichi,JP | NAKAGAWA Yasuko,JP | NAKATANI Tomoya,JP | SAKAMOTO Yoshimasa,JP",CA2627593A1 | CN101292031A_ | EP1950292A1 | EP1950292A4 | US20100028866A1 | WO2007021003A1,WO2007119759A1,,"EISAI R & D MANAGEMENT CO. LTD.,JP",JP,"http://www.google.com/patents?q=Nato3,+MARKER+OF+GROWING+PROGENITOR+CELL+OF+DOPAMINE-PRODUCING+NEURON+&btnG=Search+Patents",0
10267,WO2010112678A1,REGENERATIVE MATRIX COMPRISING CELLS ACTIVATED BY NEMOSIS AND/OR FACTORS RELEASED FROM SUCH CELLS ,FI20095355A | WO2010FI50256A,2009,20090401FI200905355D0,"BIZIK Jozef,SK | HARJULA Ari,FI | KANKURI Esko,FI",FI200905355D0 | WO2010112678A1,,EP1142581A2 | RU2342164C2 | US20060121002A1 | US20080145344A1 | WO2000069449A2 | WO2007070850A2 | WO2008020119A1,"HELSINGIN YLIOPISTO,FI | BIZIK Jozef,SK | HARJULA Ari,FI | KANKURI Esko,FI",FI,http://www.google.com/patents?q=REGENERATIVE+MATRIX+COMPRISING+CELLS+ACTIVATED+BY+NEMOSIS+AND/OR+FACTORS+RELEASED+FROM+SUCH+CELLS+&btnG=Search+Patents,0
10302,WO2004020625A1,SELECTION AND ISOLATION OF LIVING CELLS USING mRNA-BINDING PROBES ,US1999166987P | US2000718448A | WO2002US27749A,1999,20040217US6692965B1,"SHEKDAR Kambiz,US | BLOBEL Gunter,US",AU2002332768A1 | CA2496821A1 | CN1688693A_ | CN1688693B_ | EP1546327A1 | EP1546327A4 | EP2264165A2 | EP2264165A3 | IL166757D0 | JP04502808B2 | JP2005537005A_ | MX2005PA002192A_ | NZ538852A_ | US20060147937A1 | US20100212040A1 | US6692965B1 | WO2004020625A1,EP2186827A1 | WO2008043543A2 | WO2008089396A1,US20020090614A1 | US2002090614B1 | US5641675A | US6203986B1,"SHEKDAR Kambiz,US | BLOBEL Gunter,US",US,http://www.google.com/patents?q=SELECTION+AND+ISOLATION+OF+LIVING+CELLS+USING+mRNA-BINDING+PROBES+&btnG=Search+Patents,0
10306,WO2009032994A3,NANOPARTICULES À BASE DE SILICE ET PROCÉDÉ DE STIMULATION DE LA FORMATION OSSEUSE ET DE SUPPRESSION DE LA RÉSORPTION OSSEUSE PAR MODULATION DE NF-KB ,US2007970315P | WO2008US75360A,2007,20090312WO2009032994A2,"WEITZMANN Mervyn Neale,US | BECK George Richard,US | LEE Jim-kyu,KR",EP2185161A2 | US20100297246A1 | WO2009032994A2 | WO2009032994A3,,WO2004063387A2 | WO2004103420A1,"EMORY UNIVERSITY,US | WEITZMANN Mervyn Neale,US | BECK George Richard,US | LEE Jim-kyu,KR",US,http://www.google.com/patents?q=NANOPARTICULES+À+BASE+DE+SILICE+ET+PROCÉDÉ+DE+STIMULATION+DE+LA+FORMATION+OSSEUSE+ET+DE+SUPPRESSION+DE+LA+RÉSORPTION+OSSEUSE+PAR+MODULATION+DE+NF-KB+&btnG=Search+Patents,0
10323,WO2004078944A3,"THROMBIN, SOLUBLE JAGGEDI, AND TRAP AND GROWTH OF STEM CELLS ",US2003452425P | US2003503363P | US2004537304P | US2004542399P | WO2004US6762A,2003,20040916WO2004078944A2,"MACIAG Thomas,US | KOLEV Vihren,US | VERDI Joseph M.,US",US20060063253A1 | US20060084599A1 | US7501281B2 | WO2004078944A2 | WO2004078944A3,,US20040171153A1 | US6136952A,"MAINE MEDICAL CENTER RESEARCH INSTITUTE,US",US,"http://www.google.com/patents?q=THROMBIN,+SOLUBLE+JAGGEDI,+AND+TRAP+AND+GROWTH+OF+STEM+CELLS+&btnG=Search+Patents",0
10338,WO2010000125A1,"THE KEY TECHNOLOGIES OF ISOLATION, PURIFICATION, FREEZE-DRYING, ANABIOSIS OF FETAL LIVER HEMOPOIETIC STEM CELL AND THE PREPARATION METHODS ",CN200810040136A | WO2009CN244A,2008,20081203CN101314767A_,"ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN",CN101314767A_ | WO2010000125A1 | WO2010000125A9,,CN101314767A | CN1635113A | CN1918284A,"SHANGHAI TIANSHENG BIO TECHNOLOGY CO. LTD,CN | ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN",CN,"http://www.google.com/patents?q=THE+KEY+TECHNOLOGIES+OF+ISOLATION,+PURIFICATION,+FREEZE-DRYING,+ANABIOSIS+OF+FETAL+LIVER+HEMOPOIETIC+STEM+CELL+AND+THE+PREPARATION+METHODS+&btnG=Search+Patents",0
10344,WO2010002955A3,STEMNESS SIGNATURE BIOMARKERS AND METHODS OF USE ,US2008133976P | WO2009US49343A,2008,20100107WO2010002955A2,"DAI Xudong,US | WINTER Christopher G.,US | DAI Hongyue,US",WO2010002955A2 | WO2010002955A3,,US20070099209A1,"MERCK SHARP & DOHME CORP.,US | ROSETTA INPHARMATICS LLC,US | DAI Xudong,US | WINTER Christopher G.,US | DAI Hongyue,US",US,http://www.google.com/patents?q=STEMNESS+SIGNATURE+BIOMARKERS+AND+METHODS+OF+USE+&btnG=Search+Patents,0
10349,WO2010007214A1,ENZYMATICAL MODIF ICATION OF CELL GLYCOSYLATION USING SERUM ALBUMIN AND DIVALENT CATIONS ,EP2008397517A | WO2009FI50628A,2008,20100121WO2010007214A1,"NYSTEDT Johanna,FI | ANDERSON Heidi,FI | VALMU Leena,FI | NATUNEN Jari,FI | SATOMAA Tero,FI",EP2166085A1 | WO2010007214A1,,US20030153030A1 | US20050170463A1 | WO2001088117A2 | WO2007006864A2 | WO2007054620A1 | WO2007143204A2 | WO2008087256A1,"SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND LTD.,FI | NYSTEDT Johanna,FI | ANDERSON Heidi,FI | VALMU Leena,FI | NATUNEN Jari,FI | SATOMAA Tero,FI",EP | FI,http://www.google.com/patents?q=ENZYMATICAL+MODIF+ICATION+OF+CELL+GLYCOSYLATION+USING+SERUM+ALBUMIN+AND+DIVALENT+CATIONS+&btnG=Search+Patents,0
10360,WO2010033773A3,"DIAGNOSTIC, PROGNOSTIC AND THERAPEUTIC USES OF MIRS IN ADAPTIVE PATHWAYS AND/OR DISEASE PATHWAYS ",US200898071P | US2009161196P | WO2009US57432A,2008,20100325WO2010033773A2,"MARSH Clay B.,US | PIPER Melissa G.,US | DAKHLALLAH Duaa A.,US",WO2010033773A2 | WO2010033773A3,US7888035B2 | US7897356B2,US20060265769A1,"THE OHIO STATE UNIVERSITY RESEARCH FOUNDATION,US | MARSH Clay B.,US | PIPER Melissa G.,US | DAKHLALLAH Duaa A.,US",US,"http://www.google.com/patents?q=DIAGNOSTIC,+PROGNOSTIC+AND+THERAPEUTIC+USES+OF+MIRS+IN+ADAPTIVE+PATHWAYS+AND/OR+DISEASE+PATHWAYS+&btnG=Search+Patents",0
10367,WO2007041171A2,METHOD OF IDENTIFYING MEMBRANE LG SPECIFIC ANTIBODIES AND USE THEREOF FOR TARGETING IMMUNOGLOBULIN-PRODUCING PRECURSOR CELLS ,US2005721525P | WO2006US37724A,2005,20070412AU2006297304A1,"WU Herren,US | KIENER Peter,US | CHOWDHURY Partha S.,US | YOUNG James F.,US",AU2006297304A1 | CA2624081A1 | EP1941275A2 | EP1941275A4 | JP2009509538A_ | US20090130111A1 | WO2007041171A2 | WO2007041171A3,,US5091313A | US5281699A | US5342924A | WO1991004055A1 | WO1996012740A1 | WO1998053843A1 | WO2004000217A2,"MEDIMMUNE INC.,US",US,http://www.google.com/patents?q=METHOD+OF+IDENTIFYING+MEMBRANE+LG+SPECIFIC+ANTIBODIES+AND+USE+THEREOF+FOR+TARGETING+IMMUNOGLOBULIN-PRODUCING+PRECURSOR+CELLS+&btnG=Search+Patents,0
10369,WO2000079275A1,DIAGNOSTICS AND REMEDIES FOR DISEASES WITH PARTICIPATION OF MACROCYTES/MACROPHAGES ,JP1999171709A | WO2000JP3957A,1999,20001228WO2000079275A1,"SHITARA Kenya,JP | SHIBUYA Masabumi,JP",AT410685T_ | AU200052502A_ | DE60040466D1 | EP1199565A1 | EP1199565A4 | EP1199565B1 | EP1906184A1 | WO2000079275A1,,WO1998022626A1,"KYOWA HAKKO KOGYO CO. LTD.,JP",JP,http://www.google.com/patents?q=DIAGNOSTICS+AND+REMEDIES+FOR+DISEASES+WITH+PARTICIPATION+OF+MACROCYTES/MACROPHAGES+&btnG=Search+Patents,0
10421,WO2007026773A1,PROCESSEUR DE DIAGNOSTIC MÉDICAL ,JP2005251985A | WO2006JP317125A,2005,20070308WO2007026773A1,"ITOH Kyogo,JP | KOMATSU Nobukazu,JP | SHICHIJO Shigeki,JP | YANAGAWA Takashi,JP | MUROTANI Kenta,JP",WO2007026773A1,,WO2004030511A2,"KURUME UNIVERSITY,JP | Japan Science and Technology Agency,JP",JP,http://www.google.com/patents?q=PROCESSEUR+DE+DIAGNOSTIC+MÉDICAL+&btnG=Search+Patents,0
10434,WO2000062794A1,A NON-IMMUNOSUPPRESSIVE PROCESS FOR INDUCING ACCEPTANCE OF INCOMPATIBLE TRANSPLANTS ,US1999129635P | WO2000US10280A,1999,20001026WO2000062794A1,"THOMAS Judith M.,US | CONTRERAS Juan L.,US | NAVARRO Jesus Gomez,US | CURIEL David T.,US",AU200042478A_ | WO2000062794A1 | WO2000062794A9,,US5556954A | US5817773A | US5880090A,"UAB RESEARCH FOUNDATION,US",US,http://www.google.com/patents?q=A+NON-IMMUNOSUPPRESSIVE+PROCESS+FOR+INDUCING+ACCEPTANCE+OF+INCOMPATIBLE+TRANSPLANTS+&btnG=Search+Patents,0
10459,WO2010056145A1,METHOD FOR MODERATELY INCREASING THE PROTON CONDUCTIVITY OF BIOLOGICAL MEMBRANES WITH THE AID OF MITOCHONDRIA-TARGETED DELOCALIZED CATIONS ,WO2008RU706A,2008,20100520WO2010056145A1,"SKULACHEV Vladimir Petrovich,RU | SKULACHEV Maxim Vladimirovich,RU",WO2010056145A1,,RU2318500C2 | US20070270381A1 | US20080275005A1,LIMITED LIABILITY COMPANY ,,MITOTECHNOLOGY,0
10474,WO2008058942A2,METHOD OF CELL CULTURE AND METHOD OF TREATMENT COMPRISING A VEPO PROTEIN VARIANT ,EP200623576A | WO2007EP62235A,2006,20080522WO2008058942A2,"PRILLER Josef,DE | BONNAS Christel,DE | MEISEL Andreas,DE",EP2081956A2 | WO2008058942A2 | WO2008058942A3,,WO1999021966A1 | WO2007019545A2,"CHARITE - UNIVERSITÄTSMEDEZIN BERLIN,DE | PRILLER Josef,DE | BONNAS Christel,DE | MEISEL Andreas,DE",EP,http://www.google.com/patents?q=METHOD+OF+CELL+CULTURE+AND+METHOD+OF+TREATMENT+COMPRISING+A+VEPO+PROTEIN+VARIANT+&btnG=Search+Patents,0
10475,WO2010028087A3,NANOPARTICLE-STEM CELL CONJUGATES FOR POST-INFARCTION TREATMENT ,US200893701P | WO2009US55784A,2008,20100304US20100057037A1,"HENG Boon Chin Alexis,US | BASU Shubhayu,US | COWAN Catherine M.,US | DAVALIAN Dariush,US | STANKUS John,US | DUONG Duc H.,US",US20100057037A1 | US20100057050A1 | WO2010028087A2 | WO2010028087A3 | WO2010028090A2 | WO2010028090A3,,US20070129792A1 | WO2006122147A2 | WO2007108775A1,"ABBOTT CARDIOVASCULAR SYSTEMS INC.,US | HENG Boon Chin Alexis,US | BASU Shubhayu,US | COWAN Catherine M.,US | DAVALIAN Dariush,US | STANKUS John,US | DUONG Duc H.,US",US,http://www.google.com/patents?q=NANOPARTICLE-STEM+CELL+CONJUGATES+FOR+POST-INFARCTION+TREATMENT+&btnG=Search+Patents,0
10478,WO2010037127A8,CHROMENONE ANALOGS AS SIRTUIN MODULATORS ,US2008194576P | WO2009US58862A,2008,20100401WO2010037127A1,"OALMANN Christopher,US | PERNI Robert B.,US | VU Chi B.,US",WO2010037127A1 | WO2010037127A8 | WO2010037129A1,,EP341104B1 | JP60246384A | WO2006035967A1,"SIRTRIS PHARMACEUTICALS INC.,US | OALMANN Christopher,US | PERNI Robert B.,US | VU Chi B.,US",US,http://www.google.com/patents?q=CHROMENONE+ANALOGS+AS+SIRTUIN+MODULATORS+&btnG=Search+Patents,0
10488,WO2006084998A1,METHOD FOR PREPARING PULVERIZABLE HEMOSTATIC COMPOSITIONS ,FR20051308A | WO2006FR296A,2005,20060811FR2881651A1,"ROUQUET Nicole,FR | FRAYSSINET Patrick,FR | JEAN Eliane,FR",FR2881651A1 | WO2006084998A1,,RU2198684C2 | US5951531A | WO2001028603A1 | WO2003007845A1 | WO2003055531A2 | WO2005072700A2,"URODELIA,FR",FR,http://www.google.com/patents?q=METHOD+FOR+PREPARING+PULVERIZABLE+HEMOSTATIC+COMPOSITIONS+&btnG=Search+Patents,0
10511,WO1989009787A1,,,,,,,,,http://www.google.com/patents?q=&btnG=Search+Patents,"/patents/css/_5454e75c53d53ec46715621c069e50e4/patents_homepage_bundle.css"" type=""text/css",,0
10517,WO2002102985A2,"PATE, A GENE EXPRESSED IN PROSTATE CANCER, PROSTATE AND TESTIS, AND USES THEREOF ",US2001298614P | WO2002US19086A,2001,20021227WO2002102985A2,"PASTAN Ira H.,US | BERA Tapan K.,US | SALVATORE Guiliana,IT | VINCENT James,US | LEE Byungkook,US",AU2002344741A1 | WO2002102985A2 | WO2002102985A3 | WO2002102985B1,,WO1999053051A2 | WO2000037491A2,"THE GOVERNMENT OF THE UNITED STATES OF AMERICA as represented by THE SECRETARY OF THE DEPARTMENT OF HEALTH AND HUMAN SERVICES,US | PASTAN Ira H.,US | BERA Tapan K.,US | SALVATORE Guiliana,IT | VINCENT James,US | LEE Byungkook,US",US,"http://www.google.com/patents?q=PATE,+A+GENE+EXPRESSED+IN+PROSTATE+CANCER,+PROSTATE+AND+TESTIS,+AND+USES+THEREOF+&btnG=Search+Patents",0
10521,WO2008154035A1,FULLY SYNTHETIC IMPLANTABLE MUTLI-PHASED SCAFFOLD ,US2007934182P | WO2008US7357A,2007,20080612WO2008070186A2,"LU Helen H.,US | SPALAZZI Jeffrey,US",EP2155112A1 | EP2187837A1 | US20100047309A1 | US20100292791A1 | WO2008070186A2 | WO2008070186A3 | WO2008100534A2 | WO2008100534A3 | WO2008154030A2 | WO2008154030A3 | WO2008154035A1 | WO2009038808A1 | WO2009038808A9,US7767221B2,US20060067969A1 | US5607474A,"THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,US | LU Helen H.,US | SPALAZZI Jeffrey,US",US,http://www.google.com/patents?q=FULLY+SYNTHETIC+IMPLANTABLE+MUTLI-PHASED+SCAFFOLD+&btnG=Search+Patents,0
10529,WO2008120832A1,"HUMAN NEURAL STEM CELL SECRETING A SMAC, PREPARATION METHOD AND USE THEREOF ",WO2007KR1577A,2007,20081009WO2008120832A1,"PARK Kook-In,KR",WO2008120832A1,WO2010105068A1,,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION YONSEI UNIVERSITY,KR | PARK Kook-In,KR",KR,"http://www.google.com/patents?q=HUMAN+NEURAL+STEM+CELL+SECRETING+A+SMAC,+PREPARATION+METHOD+AND+USE+THEREOF+&btnG=Search+Patents",0
10556,WO2006044842A3,PANCREATIC ISLET BETA-CELL-LIKE MACROPHAGES AND METHODS TO PRODUCE THEM ,US2004968385A | WO2005US37341A,2004,20040527CA2505394A1,"HUBERMAN Eliezer,US | ZHAO Yong,US",CA2505394A1 | EP1581637A2 | EP1581637A4 | JP2006512060A_ | US20040136973A1 | US20050003534A1 | US20050260158A1 | US20080038238A1 | WO2004043990A2 | WO2004043990A3 | WO2005046570A2 | WO2005046570A3 | WO2006044842A2 | WO2006044842A3,,WO2004043990A2 | WO2005046570A2,"THE UNIVERSITY OF CHICAGO,US",US,http://www.google.com/patents?q=PANCREATIC+ISLET+BETA-CELL-LIKE+MACROPHAGES+AND+METHODS+TO+PRODUCE+THEM+&btnG=Search+Patents,0
10566,WO2009049917A1,KIT LIGAND FOR USE IN THE TREATMENT OF BETA-THALASSAEMIA ,GB200720136A | WO2008EP8989A,2007,20071128GB200720136D0,"GABBIANELLI Marco,IT | PESCHLE Cesare,IT | TESTA Ugo,IT",GB200720136D0 | WO2009049917A1,,US6011000A,"ISTITUTO SUPERIORE DI SANITÀ,IT | GABBIANELLI Marco,IT | PESCHLE Cesare,IT | TESTA Ugo,IT",GB | EP,http://www.google.com/patents?q=KIT+LIGAND+FOR+USE+IN+THE+TREATMENT+OF+BETA-THALASSAEMIA+&btnG=Search+Patents,0
10573,WO2006052852A2,KIT FOR IN PROCESS QUALITY CONTROL TO PREDICT AND DETERMINE ENGRAFTMENT AND MULTILINEAGE RECONSTITUTION POTENTIAL OF HEMATOPOIETIC CELLS AND CORD BLOOD STORAGE ,US2004624993P | WO2005US40222A,2004,20060518WO2006052852A2,"RICH Ivan N.,US",WO2006052852A2 | WO2006052852A3,WO2009146495A1,US20020146680A1 | WO2003004995A2,"HEMOGENIX INC.,US",US,http://www.google.com/patents?q=KIT+FOR+IN+PROCESS+QUALITY+CONTROL+TO+PREDICT+AND+DETERMINE+ENGRAFTMENT+AND+MULTILINEAGE+RECONSTITUTION+POTENTIAL+OF+HEMATOPOIETIC+CELLS+AND+CORD+BLOOD+STORAGE+&btnG=Search+Patents,0
10575,WO2006005510A1,NOVEL PYRIDODIHYDROPYRAZINONES METHOD FOR PRODUCTION AND USE THEREOF AS MEDICAMENTS ,DE102004033670A | WO2005EP7347A,2004,20060112US20060009457A1,"HOFFMANN Matthias,DE | GRAUERT Matthias,DE | BRANDL Trixi,DE | HAUPTMANN Rudolf,AT | STEEGMAIER Martin,AT",CA2573092A1 | DE102004033670A1 | EP1768981A1 | JP2008505157A_ | US20060009457A1 | US20100029642A1 | US7625899B2 | WO2006005510A1,EP2100894A1,US20040176380A1 | WO2001019825A1 | WO2002076954A1 | WO2002076985A1 | WO2003020722A1 | WO2004076454A1,"BOEHRINGER INGELHEIM INTERNATIONAL GMBH,DE | BOEHRINGER INGELHEIM PHARMA GMBH & CO. KG,DE",DE | EP,http://www.google.com/patents?q=NOVEL+PYRIDODIHYDROPYRAZINONES+METHOD+FOR+PRODUCTION+AND+USE+THEREOF+AS+MEDICAMENTS+&btnG=Search+Patents,0
10614,WO2007115726A2,"THE HOMEOBOX TRANSCRIPTION FACTOR BSX AND USES THEREOF FOR TREATING DISEASES, IN PARTICULAR OBESITY ",US2006790660P | WO2007EP2957A,2006,20071018CA2649364A1,"TREIER Mathias,DE | SAKKOU Maria,DE | WIEDMER Petra,DE | TSCHOEP Matthias,US",CA2649364A1 | EP2010564A2 | WO2007115726A2 | WO2007115726A3,,,"EUROPEAN MOLECULAR BIOLOGY LABORATORY,DE | DEUTSCHES INSTITUT FÜR ERNÄHRUNGSFORSCHUNG,DE | TREIER Mathias,DE | SAKKOU Maria,DE | WIEDMER Petra,DE | TSCHOEP Matthias,US",US | EP,"http://www.google.com/patents?q=THE+HOMEOBOX+TRANSCRIPTION+FACTOR+BSX+AND+USES+THEREOF+FOR+TREATING+DISEASES,+IN+PARTICULAR+OBESITY+&btnG=Search+Patents",0
10662,WO2006105254A3,LIGHT AS A REPLACEMENT FOR MITROGENIC FACTORS ON PROGENITOR CELLS ,US2005666582P | WO2006US11573A,2005,20061005AU2006230329A1,"ROMANCZYK Tara B.,US | ANDERS Juanita J.,US | WAYNANT Ronald R.,US | ILEV Ilko,US | LONGO Leonardo,IT",AU2006230329A1 | CA2603443A1 | EP1864330A2 | EP1864330A4 | JP2009506794A_ | US20100055074A1 | WO2006105254A2 | WO2006105254A3,,,"THE HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE INC,US | SECRETARY OF THE DEPARTMENT OF HEALTH AND HUMAN SERVICES,US | ROMANCZYK Tara B.,US | ANDERS Juanita J.,US | WAYNANT Ronald R.,US | ILEV Ilko,US | LONGO Leonardo,IT",US,http://www.google.com/patents?q=LIGHT+AS+A+REPLACEMENT+FOR+MITROGENIC+FACTORS+ON+PROGENITOR+CELLS+&btnG=Search+Patents,0
10665,WO1996022368A1,RIBOZYMES DE RECOMBINAISON CIBLES CONTRE DES SEQUENCES EXPRIMANT LA CAPSIDE RETROVIRALE ET RETROVIRUS CONTENANT DE TELS PRODUITS RECOMBINES ,US1995375291A | WO1996AU22A,1995,19950330IL112261D0,SYMONDS Geoffrey P. | SUN Lun-Quan,AT320487T_ | AU199513912A_ | AU199644275A_ | AU698730B2 | AU703964B2 | CA2180358A1 | CA2210618A1 | CN1145638A_ | CN1267552C_ | DE69534864D1 | DE69534864T2 | DK1298208T3 | EP1298208A2 | EP1298208A3 | EP1298208B1 | EP753062A1 | EP753062A4 | EP799309A1 | EP799309A4 | ES2260376T3 | IL112261A_ | IL112261D0 | IL116819A_ | IL116819D0 | JP03691849B2 | JP04326590B2 | JP10513345A_ | JP9508004A_ | NO199602826A_ | NO199602826D0 | NO319376B1 | NZ278432A_ | PT1298208E_ | US20020058636A1 | US5712384A_ | US6114,EP1118659A1 | EP1118659B1 | US7776595B2 | US7345025B2 | US6740750B1,WO1992017211A1 | WO1995018854A1,GENE SHEARS PTY. LTD. | SYMONDS Geoffrey P. | SUN Lun-Quan,US | AU,http://www.google.com/patents?q=RIBOZYMES+DE+RECOMBINAISON+CIBLES+CONTRE+DES+SEQUENCES+EXPRIMANT+LA+CAPSIDE+RETROVIRALE+ET+RETROVIRUS+CONTENANT+DE+TELS+PRODUITS+RECOMBINES+&btnG=Search+Patents,0
10672,WO2007041218A2,REGULATION OF TOOL-LIKE RECEPTORS ON STEM CELLS ,US2005722174P | US2006806351P | WO2006US37853A,2005,20070412AU2006297259A1,NAGAI Yoshinori | KINCADE Paul W.,AU2006297259A1 | CA2624087A1 | EP1929032A2 | EP1929032A4 | JP2009509540A_ | US20070087408A1 | US7592003B2 | WO2007041218A2 | WO2007041218A3,,US20050163764A1 | US20050265998A1,"OKLAHOMA MEDICAL RESEARCH FOUNDATION,US",US,http://www.google.com/patents?q=REGULATION+OF+TOOL-LIKE+RECEPTORS+ON+STEM+CELLS+&btnG=Search+Patents,0
10688,WO1997004001A1,LIPOPOLYSACCHARIDE ENDOTOXIN RESPONSE GENE AND USE THEREOF IN SCREENING AGENTS FOR ANTI-ENDOTOXEMIA ACTIVITY ,US19951329P | WO1996US12129A,1995,19970206WO1997004001A1,"WONG Peter M. C.,US | KANG Anthony D.,US | CHEN Hong,US | SULTZER Barnet M.,US",AU199665948A_ | WO1997004001A1,WO1999055378A1,,"TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,US | THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,US",US,http://www.google.com/patents?q=LIPOPOLYSACCHARIDE+ENDOTOXIN+RESPONSE+GENE+AND+USE+THEREOF+IN+SCREENING+AGENTS+FOR+ANTI-ENDOTOXEMIA+ACTIVITY+&btnG=Search+Patents,0
10722,WO2010114827A1,REGULATION OF BONE GROWTH USING ZEOLITE IN COMBINATION WITH BONE GRAFT SUBSTITUTES ,US2009211569P | US2010309143P | WO2010US29180A,2009,20101007WO2010114827A1,"JOHNS Derrick,US | GECK Matthew,US | WHANG Peter,US | HAFIZ Jami,US",WO2010114827A1,,US20050203529A1 | US20080208340A1 | US20080249637A1 | US6471993B1 | WO2007019461A2,"DIFUSION TECHNOLOGIES INC.,US | JOHNS Derrick,US | GECK Matthew,US | WHANG Peter,US | HAFIZ Jami,US",US,http://www.google.com/patents?q=REGULATION+OF+BONE+GROWTH+USING+ZEOLITE+IN+COMBINATION+WITH+BONE+GRAFT+SUBSTITUTES+&btnG=Search+Patents,0
10726,WO2006087233A2,RELEASE OF EXTRACELLULAR MEMBRANE PARTICLES CARRYING THE STEM CELL MARKER PROMININ-1 (CD133) FROM NEURAL PROGENITORS AND OTHER EPITHELIAL CELLS ,EP20053687A | WO2006EP1552A,2005,20060824WO2006087233A2,"CORBEIL Denis,DE | HUTTNER Wieland B.,DE | MARZESCO Anne Marie,DE",WO2006087233A2 | WO2006087233A3,US7897356B2,,"MAX PLANCK GESELLSCHAFT ZUR FÖRDERUNG DER WISSENSCHAFT E.V.,DE",EP,http://www.google.com/patents?q=RELEASE+OF+EXTRACELLULAR+MEMBRANE+PARTICLES+CARRYING+THE+STEM+CELL+MARKER+PROMININ-1+(CD133)+FROM+NEURAL+PROGENITORS+AND+OTHER+EPITHELIAL+CELLS+&btnG=Search+Patents,0
10747,WO1999057265A1,CHIMERIC DECOY RNAS HAVING SYNERGISTIC ANTI-HIV ACTIVITY ,WO1998US4219A,1998,19991111WO1999057265A1,"LISZIEWICZ Julianna,US",AU199891967A_ | WO1999057265A1,WO2002101036A1,WO1991010453A1 | WO1991014436A1 | WO1993011230A1 | WO1995031477A1,"LISZIEWICZ Julianna,US",US,http://www.google.com/patents?q=CHIMERIC+DECOY+RNAS+HAVING+SYNERGISTIC+ANTI-HIV+ACTIVITY+&btnG=Search+Patents,0
10754,WO2010028846A1,TREATMENT OF ACUTE MYOCARDIAL INFARCTION (AMI) USING ENCAPSULATED CELLS ENCODING AND SECRETING GLP-1 PEPTIDES OR ANALOGS THEREOF ,EP200816137A | WO2009EP6620A,2008,20100317EP2163243A1,"WALLRAPP Christine,DE | LEWIS Andrew Lennhard,GB | STRATFORD Peter William,GB | THOENES Eric,DE",EP2163243A1 | WO2010028846A1,,EP1854455A1 | WO1999053064A2 | WO2001066135A1 | WO2003002136A2,"BIOCOMPATIBLES UK LTD.,GB | WALLRAPP Christine,DE | LEWIS Andrew Lennhard,GB | STRATFORD Peter William,GB | THOENES Eric,DE",EP,http://www.google.com/patents?q=TREATMENT+OF+ACUTE+MYOCARDIAL+INFARCTION+(AMI)+USING+ENCAPSULATED+CELLS+ENCODING+AND+SECRETING+GLP-1+PEPTIDES+OR+ANALOGS+THEREOF+&btnG=Search+Patents,0
