Publication Number,Title,Claims
WO2000058443A1,METHOD FOR SELECTIVELY SEPARATING BLOOD CELLS BY USING LECTIN ,
WO2008151637A3,NEUROPLASTIN DERIVED PEPTIDES ,
WO2007089627A3,METHODS AND COMPOSITIONS RELATING TO STEM CELL TRANSPLANTATION ,
WO2010038991A3,COMPOSITION FOR PREVENTING OR TREATING AIDS CONTAINING PLANT STEM CELL LINE DERIVED FROM CAMBIUM OF PANAX GINSENG INCLUDING WILD GINSENG OR GINSENG AS ACTIVE INGREDIENT ,
WO2009100438A3,COMPOUNDS THAT ENHANCE ATOH-1 EXPRESSION ,
WO2005113019A3,METHODS FOR THE TREATMENT OF AUTOIMMUNE DISEASES ,
WO2006133333A3,STIMULATION OF PANCREATIC B CELL PROLIFERATION ,
WO2002063938A9,PRODUCTION AND USE OF DOPAMINERGIC CELLS TO TREAT DOPAMINERGIC DEFICIENCIES ,
WO2006127392A3,OSTEOCONDUCTIVE SPINAL FIXATION SYSTEM ,
WO2003070291A1,IMPLANT CONTAINING CELLS HAVING GROWHFACTOR GENE TRANSFERRED THEREINTO ,
WO2004091661A1,REMEDY FOR DIABETES ,
WO2009036059A3,NOVEL STAT3 PATHWAY INHIBITORS AND CANCER STEM CELL INHIBITORS ,
WO2009012140A3,DRUG SELECTION FOR LUNG CANCER THERAPY USING ANTIBODY-BASED ARRAYS ,
WO2001021767A3,"PLURIPOTENT EMBRYONIC-LIKE STEM CELLS, COMPOSITIONS, METHODS AND USES THEREOF ",
WO2003105908A9,METHODS AND COMPOSITIONS USING CELLULAR ASIALODETERMINANTS AND GLYCOCONJUGATES FOR TARGETING CELLS TO TISSUES AND ORGANS ,
WO2005026326A3,GENERATION OF CHICKEN CELL LINES FROM EMBRYONIC STEM CELLS AND GERM CELLS ,
WO2003037917A1,TUMOR ANTIGEN ,
WO2010053314A2,COMPOSITION FOR CANCER PREVENTION OR TREATMENT CONTAINING AS ACTIVE INGREDIENT PLANT STEM CELL LINE DERIVED FROM CAMBIUM OF PANAX GINSENG INCLUDING WILD GINSENG OR GINSENG ,
WO2007085827A3,EPIGENETIC ANALYSES ,
WO2008026226A3,SELF-RENEWING MASTER ADULT PLURIPOTENT STEM CELLS ,
WO2006071850A3,METHOD OF USING LASER INDUCED INJURY TO ACTIVATE TOPICAL PRODRUGS ,
WO2010037001A3,SELECTIVE OXIDATION OF 5-METHYLCYTOSINE BY TET-FAMILY PROTEINS ,
WO2003020908A3,MULTI-LINEAGE DIRECTED INDUCTION OF BONE MARROW STROMAL CELL DIFFERENTIATION ,
WO2000056350A9,METHODS OF USE OF BETA 1-INTEGRIN INHIBITORS ,
WO2002059277A3,ELECTROACTIVE MATERIALS FOR STIMULATION OF BIOLOGICAL ACTIVITY OF STEM CELLS ,
WO2009105723A3,NOVEL METHODS FOR BONE TREATMENT BY MODULATING AN ARACHIDONIC ACID METABOLIC OR SIGNALING PATHWAY ,
WO2002075302A8,METHOD FOR THERAPEUTICALLY TREATING A CLINICALLY RECOGNIZED FORM OF CARDIOPATHOLOGY IN A LIVING MAMMAL ,
WO2009145419A2,COMPOSITION COMPRISING VEGETABLE PEPTONE FOR PROMOTING STEM CELL PROLIFERATION ,
WO2008093246A3,VEGF RECEPTOR ANTAGONIST FOR TREATING ORGAN TRANSPLANT ALLOIMMUNITY AND ARTERIOSCLEROSIS ,
WO2009154840A3,COMPOSITIONS AND METHODS USING STEM CELLS IN CUTANEOUS WOUND HEALING ,
WO2006015209A3,DIFFERENTIATION OF STEM CELLS ,
WO2007097377A1,"SYSTEM FOR QUANTIFYING BIOMOLECULES BY FLOW CYTOMETRY, THE QUANTIFICATION METHOD, SYSTEM FOR DETECTING AND SAMPLING CELLS, THE DETECTION AND SAMPLING METHOD, FLUORESCENT SILICA PARTICLE TO BE USED THEREIN AND KIT COMPRISING MULTIPLE SILICA PARTICLES COMBINED TOGETHER ",
WO2007107330A3,"METHODS TO MAINTAIN, IMPROVE AND RESTORE THE CARTILAGE PHENOTYPE OF CHONDROCYTES ",
WO2004074445A9,MODEL FOR STUDYING THE ROLE OF GENES IN TUMOR RESISTANCE TO CHEMOTHERAPY ,
WO2009149956A3,FUSION PROTEIN AND USE THEREOF ,
WO2009157385A1,METHOD FOR DISTINGUISHING AND SORTING CELLS AND DEVICE THEREFOR ,
WO2006130504A3,METHODS FOR IDENTIFYING LIGANDS FOR STEM CELLS AND CELLS DERIVED THEREFROM ,
WO2009053631A3,METHOD FOR OPTIMIZING BLOOD CELL TRANSPLANTS ,
WO2006084035A3,TRANSGENIC CHICKENS ,
WO2007057693A3,BIOCOMPATIBLE SUBSTRATE AND METHOD FOR MANUFACTURE AND USE THEREOF ,
WO2009050635A3,INTERACTION OF PROBE MOLECULES AND CELLS AS A DIAGNOSTIC MARKER ,
WO2007064696A3,TARGETING OF SALL4 FOR THE TREATMENT AND DIAGNOSIS OF PROLIFERATIVE DISORDERS ASSOCIATED WITH MYELODYSPLASTIC SYNDROME (MDS) ,
WO2009023795A3,CELL-BASED COMPOSITIONS AND METHOD FOR TREATING CONDITIONS OF THE NERVOUS SYSTEM ,
WO2000022097A3,PERIFERAL BLOOD MENSENCHYMAL PRECURSOR CELLS ,
WO2009016855A1,METHOD OF PREVENTING HAIR LOSS AND METHOD OF PREVENTING HAIR DEPIGMENTATION ,
WO1999015684A9,EXPRESSION OF GENES IN HEMATOPOIETIC STEM CELLS IN HISCHAEMIC CONDITIONS ,
WO2001078761A3,MIXTURE OF DEFIBROTIDE AND G-CSF ANT ITS USE FOR ACTIVATING HAEMATOPOIETIC PROGENITORS ,
WO2008078167A3,CONSENSUS PEPTIDE ,
WO2005100987A1,NOVEL LIGAND OF G PROTEIN COUPLED RECEPTOR PROTEIN AND USE THEREOF ,
WO2007038933A3,A METHOD FOR PRODUCING CELLS WITH EFFICIENT ENGRAFTMENT WITHIN THE HEART ,
WO2008084401A3,COMPOSITION AND METHOD FOR ENABLING PROLIFERATION OF PLURIPOTENT STEM CELLS ,
WO2009066283A3,CALCIUM-MEDIATED EFFECTS OF CORAL AND METHODS OF USE THEREOF ,
WO2001088092A3,METHODS AND MATERIALS RELATING TO STEM CELL FACTOR-LIKE (SCF-LIKE) POLYPEPTIDES AND POLYNUCLEOTIDES ,
WO2010069204A1,"PLURIPOTENT STEM CELLS, METHOD FOR PREPARATION THEREOF AND USES THEREOF ",
WO2007004288A1,METHOD FOR LABELING/SEPARATION OF CELLS AND REAGENT FOR LABELING/SEPARATION OF CELLS ,
WO2000052143A3,THE ISOLATION AND ENRICHMENT OF NEURAL STEM CELLS FROM UNCULTURED TISSUE BASED ON CELL-SURFACE MARKER EXPRESSION ,
WO2007023491A3,UNIVERSAL DONOR-DERIVED TOLEROGENIC CELLS FOR INDUCING NON-SYNGENEIC TRANSPLANTATION TOLERANCE ,
WO1995034636A1,UNGULATE EG CELL ,
WO2002000173A3,"METHODS FOR USE OF DELIVERY COMPOSITION FOR EXPANDING, ACTIVATING, COMMITTING OR MOBILIZING ONE OR MORE PLURIPOTENT, SELF-RENEWING AND COMMITTED STEM CELLS ",
WO2007095625A3,"VOLTAGE-GATED PROTON CHANNEL, Hv1, AND USES THEREFOR ",
WO2006090710A1,METHOD FOR BONE TISSUE REGENERATION ,
WO2007149875A8,"COMPOSITIONS AND METHODS FOR TREATING, PREVENTING AND/OR REVERSING TYPE-1 DIABETES ",
WO2008010928A3,METHOD FOR DISCOVERY OF ANTI-SENESCENCE GENES ,
WO2007114740A3,BIOTRANSPLANT FOR CELLULAR THERAPY BASED ON MESENCHYMAL BONE MARROW STEM CELLS ,
WO1994010203A3,OP-3-INDUCED MORPHOGENESIS ,
WO2009014565A3,METHODS FOR DIAGNOSING AND TREATING ASTROCYTOMAS ,
WO2010026277A1,ANIMAL MODEL FOR STUDYING ANGIOGENESIS AND LYMPHANGIOGENESIS IN VIVO ,
WO2009145488A3,"XBP1(S) PROTEIN ACTING AS AN ADIPOCYTE DIFFERENTIATION MARKER HAVING A FACILITY TO REGULATE DIFFERENTIATION INTO ADIPOCYTES, AND AN APPLICATION THEREFOR ",
WO2006113304A3,"COMBINATIONS, METHODS AND COMPOSITIONS FOR TREATING CANCER ",
WO2008066525A3,SYSTEM AND METHOD FOR PRODUCING DYNAMIC CONDITIONS INCLUDING IN VIVO HEMODYNAMIC CONDITIONS IN A THREE DIMENSIONAL TUBULAR STRUCTURE ,
WO2008033499A3,MODULATION OF REGULATORY T CELLS BY HUMAN IL-18 ,
WO2000023571A3,A METHOD FOR ISOLATING AND PURIFYING OLIGODENDROCYTES AND OLIGODENDROCYTE PROGENITOR CELLS ,
WO2005118778A3,METHOD FOR EX VIVO ISOLATING AND EXPANDING HUMAN CORNEA STEM CELLS AND USES THEREOF ,
WO2007070432A3,BINDING PROTEINS SPECIFIC FOR INSULIN-LIKE GROWTH FACTORS AND USES THEREOF ,
WO2001088105A3,PRODUCTION OF DENDRITIC CELLS FROM BONE-MARROW STEM CELLS ,
WO2007035634A3,DEVICE AND METHOD FOR HAIR GROWTH FROM STEM CELLS ,
WO2010019875A3,HYDROGEL MICROPARTICLE FORMATION IN AQUEOUS SOLVENT FOR BIOMEDICAL APPLICATIONS ,
WO2006134921A1,GRAFTING MATERIAL AND AGENT FOR IMPROVEMENT IN BONE QUALITY ,
WO2010003062A3,"BIOMATERIALS AND IMPLANTS FOR ENHANCED CARTILAGE FORMATION, AND METHODS FOR MAKING AND USING THEM ",
WO2008064265A3,COMPOUNDS MODULATING C-FMS AND/OR C-KIT ACTIVITY AND USES THEREFOR ,
WO2006116717A3,AUTOLOGOUS SOMATIC CELLS FROM PERIPHERAL BLOOD AND USES THEREOF ,
WO2006027545A3,METHOD ,
WO2005068613A1,DIFFERENTIATION OF CD34 POSITIVE CELL TO MEGAKARYOCYTE AND MULTIPLICATION ,
WO2009088572A3,METHOD OF TREATING ERYTHROPOIETIN HYPORESPONSIVE ANEMIAS ,
WO2003050273A1,HUMAN CELL CULTURE MEDIUM AND CULTURE METHOD ,
WO2010008157A2,METHOD FOR DIFFERENTIATING STEM CELLS FROM ECTODERMAL CELLS ,
WO2005086860A3,METHODS FOR GENERATING INSULIN-PRODUCING CELLS ,
WO2004103439A1,CONTAINER FOR SERUM PRODUCTION AND METHOD OF REGENERATIVE MEDICINE USING THE SAME ,
WO2010112662A1,MULTIPOTENT STEM CELLS DERIVED FROM MESENTERIC STROMA ,
WO2002076501A3,BLOOD CELL PRODUCTION VIA ACTIVATION OF THE HEMOGLOBIN SCAVENGER RECEPTOR ,
WO2001005987A1,TRAP VECTOR AND GENE TRAPPING METHOD BY USING THE SAME ,
WO2004003182A3,HOMOZYGOUS STEM CELLS ISOLATED FROM PATHOGENIC OOCYTES ,
WO2006117925A1,METHOD AND DEVICE FOR REGENERATING PANCREATIC F-CELLS ,
WO2006062664A3,METHOD TO ADMINISTER STEM CELLS IN COMBINATION WITH ONE OR MORE ACOUSTICALLY ACTIVE MATERIALS AND ULTRASOUND ENERGY ,
WO2008041370A1,STRUCTURE ENCLOSING HEMATOPOIETIC PROGENITOR CELLS FROM ES CELLS AND METHOD FOR PREPARING BLOOD CELLS USING THE SAME ,
WO2003052080A3,PLURIPOTENT STEM CELLS DERIVED WITHOUT THE USE OF EMBRYOS OR FETAL TISSUE ,
WO2009018477A3,METHODS OF INHIBITING CALCINEURIN WITH APOE ANALOGS ,
WO2009137674A3,TREATING MYELIN DISEASES WITH OPTIMIZED CELL PREPARATIONS ,
WO2003069972A3,HEPATOCYTE PRECURSOR CELL LINES ,
WO2006132236A1,MOBILIZER OF LEUKOCYTE AND/OR HEMATOPOIETIC STEM/PROGENITOR CELL ,
WO2009017460A8,METHOD FOR IDENTIFYING AND SELECTING CARDIOMYOCYTES ,
WO2009140649A3,RAB3B FOR THE TREATMENT AND PREVENTION OF PARKINSON'S DISEASE ,
WO2003105908A3,METHODS AND COMPOSITIONS USING CELLULAR ASIALODETERMINANTS AND GLYCOCONJUGATES FOR TARGETING CELLS TO TISSUES AND ORGANS ,
WO2007049043A3,TNF ALPHA NGF MOLECULAR SWITCH FOR DETERMINING CELL FATE ,
WO2008008114A3,USE OF ADIPOSE-DERIVED STEM CELLS FOR TREATMENT OF LEUKODYSTROPHIES ,
WO2003085099B1,"A PROCESS FOR THE PREPARATION OF STEM CELLS FROM HUMAN MUSCLE TISSUE AND ADIPOSE TISSUE, AND STEM CELLS OBTAINABLE BY THIS PROCESS ",
WO2008112922A3,METHODS FOR GENERATION OF ANTIBODIES ,
WO2010018996A2,"HUMAN NEURAL STEM CELL, AND PHARMACEUTICAL COMPOSITION FOR THE TREATMENT OF CENTRAL OR PERIPHERAL NERVOUS SYSTEM DISORDERS AND INJURIES USING SAME ",
WO2009104907A2,"PLURIPOTENT CANCER STEM CELL LINE, AND A PRODUCTION METHOD THEREFOR ",
WO2007090317A1,A METHOD FOR THE PRODUCTION OF THE RECOMBINANT HOXB4 PROTEIN CONTAINING HIS TAG AT C-TERMINAL AND USE THEREOF ,
WO1994017192A3,LYSOSOMAL TARGETING OF IMMUNOGENS ,
WO2010002983A3,COMPOSITION AND METHODS FOR ELICITING AN IMMUNE RESPONSE ,
WO2008036459A8,INHIBITORS OF RHO KINASE ,
WO2004103067A3,A TRANSGENIC ANIMAL MODEL FOR CANCER AND STEM CELLS ,
WO2008075206A3,"CELL-MATRIX MICROSPHERES, METHODS FOR PREPARATION AND APPLICATIONS ",
WO2005053730A1,THERAPEUTIC AGENT FOR TERMINAL HEART FAILURE ,
WO2008039173A3,METHODS AND COMPOSITIONS FOR INHIBITING CELL DEATH OR ENHANCING CELL PROLIFERATION ,
WO2005025493A3,BIOLOGICAL ENGINEERING OF ARTICULAR STRUCTURES CONTAINING BOTH CARTILAGE AND BONE ,
WO2001080760A8,METHOD FOR EXPANSION OF EPITHELIAL STEM CELLS ,
WO2004073486B1,DIAGNOSTIC DEVICE AND METHOD ,
WO1999056785A3,CELL MEDIATED GENE DELIVERY USING MUSCLE DERIVED CELLS FOR TREATING MUSCLE-AND BONE-RELATED INJURY OR DYSFUNCTION ,
WO2007000768A3,"GLIOMEDIN, FRAGMENTS THEREOF AND METHODS OF USING SAME ",
WO2008131048A3,"DEVICES AND METHODS FOR DIAGNOSING, PROGNOSING, OR THERANOSING A CONDITION BY ENRICHING RARE CELLS ",
WO2007092801A3,METHODS AND COMPOSITIONS FOR REPAIR OF CARTILAGE USING AN IN VIVO BIOREACTOR ,
WO2008060446A3,METHODS FOR INDUCING CARDIOMYOGENESIS ,
WO2008025965A3,RETINOID COMPOUNDS AND THEIR USE ,
WO2007119796A1,MUTANT POLYPEPTIDE HAVING EFFECTOR FUNCTION ,
WO2009017823A3,A FOLD-BACK DIABODY DIPHTHERIA TOXIN IMMUNOTOXIN AND METHODS OF USE ,
WO2010046474A3,CHEMOATTRACTANTS INHIBITORS AND THE USE THEREOF ,
WO2010041874A3,NANOPATTERN FOR STEM CELL PROLIFERATION AND METHOD OF INCREASING STEM CELL PROLIFERATION USING SAME ,
WO2007136653A3,USE OF A RAR ANTAGONIST OR INVERSE AGONIST FOR THE TREATMENT OF CHEMOTHERAPY AND/OR RADIATION THERAPY SIDE EFFECTS ,
WO2008019148A3,TUMOR SUPPRESSION USING PLACENTAL STEM CELLS ,
WO2002094989A3,RETROVIRAL VECTORS AND METHODS OF USING SAME ,
WO2010137547A1,PHARMACEUTICAL COMPOSITION CONTAINING NUCLEAR FACTOR INVOLVED IN PROLIFERATION AND DIFFERENTIATION OF CENTRAL NEURONAL CELLS ,
WO2009030092A1,"CULTURE MEDIUM AND METHOD FOR IN VITRO CULTURING HUMAN ADULT PRIMARY MESENCHYMAL STEM CELLS ON A LARGE SCALE, PRIMARY MESENCHYMAL STEM CELLS OBTAINED BY THE METHOD, THE USES THEREOF ",
WO2006076416A3,THREE DIMENSIONAL CELL PROTECTOR/PORE ARCHITECTURE FORMATION FOR BONE AND TISSUE CONSTRUCTS ,
WO2007095064A3,ERYTHROID CELLS PRODUCING ADULT-TYPE &#946;-HEMOGLOBIN GENERATED FROM HUMAN EMBRYONIC STEM CELLS ,
WO2006041088A1,BRAIN DISPOSITION MARROW PROGENITOR ,
WO2006017169A3,IMPLANTABLE SENSOR WITH BIOCOMPATIBLE COATING FOR CONTROLLING TISSUE GROWTH ,
WO2006093207A1,BASE MATERIAL FOR REGULATING THE DIFFERENTIATION/PROLIFERATION OF CELLS ,
WO2007127454A3,HEPATOCYTE LINEAGE CELLS ,
WO2007140011A3,ERYTHROID PROGENITOR CELLS AND METHODS FOR PRODUCING PARVOVIRUS B19 THEREIN ,
WO2007046501A1,STEM CELL SEPARATING MATERIAL AND METHOD OF SEPARATION ,
WO2002020560A1,NOVEL HUMAN CANCER/TESTIS ANTIGEN AND GENE THEREOF ,
WO2005056778A1,METHOD OF REGULATING THE DIFFERENTIATION OF HEMATOPOIETIC STEM CELLS OR PROLIFERATING THE SAME ,
WO2004099394A3,A METHOD FOR EFFICIENT TRANSFER OF HUMAN BLASTOCYST-DERIVED STEM CELLS (HBS CELLS) FROM A FEEDER-SUPPORTED TO A FEEDER-FREE CULTURE SYSTEM ,
WO2008032574A1,TRACE mRNA AMPLIFICATION METHOD AND USE THEREOF ,
WO2005046610A3,GENES DIFFERENTIALLY EXPRESSED BY ACUTELY ISOLATED RESIDENT PROGENITOR CELLS OF THE HUMAN WHITE MATTER ,
WO2005084428A1,EPILEPSY MODEL ANIMAL (CHRNA4:S284L) ,
WO2007056174A3,TRANSGENIC MOUSE FOR ELUCIDATING THE FUNCTION OF ALPHA1-ADRENERGIC RECEPTORS ,
WO2009070592A3,DIFFERENTIATION OF HUMAN EMBRYONIC STEM CELLS ,
WO2001048151A1,CELLS CAPABLE OF DIFFERENTIATING INTO HEART MUSCLE CELLS ,
WO2009102484A3,IMPRESSION PAR JET D’ENCRE DE TISSUS ET DE CELLULES ,
WO2003056331A1,"DRUGS FOR AMELIORATING ITCH, ROUGH SKIN OR HYPERSENSITIVE SKIN OR FOR WHITENING VIA INHIBITION OF THE PRODUCTION AND RELEASE OF STEM CELL FACTOR ",
WO2007020655A8,ESTABLISHMENT OF A HUMAN EMBRYONIC STEM CELL LINE USING MAMMALIAN CELLS ,
WO2004111213A1,PROCESS FOR PRODUCING RETINAL NEUROCYTE FROM NEURAL STEM CELL DERIVED FROM IRIS TISSUE AND RETINAL NEUROCYTE PRODUCED BY THE PROCESS ,
WO1999031227A3,"NOVEL PEPTIDE, apoEp1.B, COMPOSITIONS AND USES THEREOF ",
WO2004042023A3,STEM CELL LIBRARIES ,
WO2000012683A3,STEM CELLS BEARING AN FGF RECEPTOR ON THE CELL SURFACE ,
WO2002064756A9,STEM CELL SELF-RENEWAL AND LINEAGE COMMITMENT ,
WO2003102206A3,SGK AND NEDD USED AS DIAGNOSTIC AND THERAPEUTIC TARGETS ,
WO2002090511A3,METHOD FOR THE ISOLATION OF STEM CELLS BY IMMUNO-LABELING WITH HLA/MHC GENE PRODUCT MARKER ,
WO2003068961A3,METHOD TO MODIFY DIFFERENTIATION OF PLURIPOTENTIAL STEM CELLS ,
WO2004090092A1,INCUBATOR AND METHOD OF CELL CULTURING ,
WO2004031276A2,METHOD OF INDUCING MATURATION OF DENDRITIC CELLS AND USES THEREFOR ,
WO2007089572A3,PROLIFERATIVE PRIMARY HUMAN SERTOLI CELL CULTURES AND THEIR APPLICATIONS ,
WO2009114097A3,METHOD OF MODULATING T CELL-DEPENDENT IMMUNE RESPONSES ,
WO2010013906A2,METHOD FOR SEPARATING HIGHLY ACTIVE STEM CELLS FROM HUMAN STEM CELLS AND HIGHLY ACTIVE STEM CELLS SEPARATED THEREBY ,
WO2005094847A1,PROCESS FOR PRODUCING BONE MARROW CELL INDUCER AND PRODUCTION APPARATUS THEREFOR ,
WO2008033408A3,METHODS FOR IDENTIFYING COMPOUNDS THAT MODULATE CELL SIGNALING AND METHODS EMPLOYING SUCH COMPOUNDS ,
WO2008157791A3,METHODS AND COMPOSITIONS FOR STIMULATING NEUROGENESIS AND INHIBITING NEURONAL DEGENERATION USING ISOTHIAZOLOPYRIMIDINONES ,
WO2008045831B1,ROBOTIC SURGICAL SYSTEM AND METHOD FOR AUTOMATIC CREATION OF ABLATION LESIONS ,
WO2006028274A1,PRODUCTION OF CELL CULTURE PRODUCT AND MATERIAL FOR USE IN SAID PRODUCTION ,
WO2010007116A3,PYRIDONS AS PDK1 INHIBITORS ,
WO2007106582A3,"PREPARATION AND STORAGE OF STABLE, BIOLOGICALLY ACTIVE MATERIALS ",
WO2001000788A3,"COMPOSITIONS, KITS, AND METHODS FOR MODULATING SURVIVAL AND DIFFERENTIATION OF MULTI-POTENTIAL HEMATOPOIETIC PROGENITOR CELLS ",
WO2006110264A3,METHODS AND COMPOSITIONS FOR PREDICTING DEATH FROM CANCER AND PROSTATE CANCER SURVIVAL USING GENE EXPRESSION SIGNATURES ,
WO2001076615A3,CXCR4 AGONIST TREATMENT OF HEMATOPOIETIC CELLS ,
WO2004025293A3,ANTIBODY FOR ISOLATING AND/OR IDENTIFYING MESENCHYMAL STEM CELLS AND METHOD FOR ISOLATING AND/OR IDENTIFYING MESENCHYMAL STEM CELLS ,
WO2008037481A3,METHOD FOR THE PRODUCTION OF FROZEN BLOOD OR FROZEN BLOOD CELLS FOR BIOLOGICAL ASSAYS ,
WO2000029550A3,LOW OXYGEN CULTURING OF CENTRAL NERVOUS SYSTEM PROGENITOR CELLS ,
WO2007105171A3,KILLING OF SELECTED CELLS ,
WO2007056505A3,SYSTEMS AND METHODS FOR SELECTION AND MAINTENANCE OF HOMOGENEOUS AND PLURIPOTENT HUMAN EMBRYONIC STEM CELLS ,
WO2007137149A3,USE OF CATHEPSIN K ANTAGONISTS IN BONE PRODUCTION ,
WO2002085094A2,TRANSGENIC MICE CONTAINING ACYLPHOSPHATASE GENE DISRUPTIONS ,
WO2008002329A3,ISOLATION AND EXPANSION OF ANIMAL CELLS IN CELL CULTURES ,
WO2006103770A1,METHOD OF REGULATING ANGIOGENESIS ,
WO2008130668A3,"MO-1, A GENE ASSOCIATED WITH MORBID OBESITY ",
WO2008078157A3,BIOENGINEERED INTERVERTEBRAL DISCS AND METHODS FOR THEIR PREPARATION ,
WO2002049663A3,COMPOSITIONS AND METHODS FOR MANIPULATING GLIAL PROGENITOR CELLS AND TREATING NEUROLOGICAL DEFICITS ,
WO2003002155B1,VECTOR ENCODING HUMAN GLOBLIN GENE AND USE THEREOF IN TREATMENT OF HEMOGLOBINOPATHIES ,
WO2001046401A8,EMBRYONIC OR STEM-LIKE CELLS PRODUCED BY CROSS SPECIES NUCLEAR TRANSPLANTATION ,
WO2002044368A1,NOVEL G PROTEIN-COUPLED RECEPTOR PROTEINS AND DNAS THEREOF ,
WO2003087357A3,NUCLEIC ACID COMPRISING RETINAL-SPECIFIC REGULATORY REGION ,
WO2007008758A3,METHODS FOR IDENTIFYING AGENTS AND CONDITIONS THAT MODULATE NEUROGENESIS ,
WO2001032189A9,SUPERNATANT FROM MESENCHYMAL STEM CELLS FOR PREVENTION AND TREATMENT OF IMMUNE RESPONSES IN TRANSPLANTATION ,
WO2003014313A3,ALTERNATIVE COMPOSITIONS AND METHODS FOR THE CULTURE OF STEM CELLS ,
WO2008051949A3,GPR125 AS A MARKER FOR STEM AND PROGENITOR CELLS AND METHODS USE THEREOF ,
WO2009154697A3,DISC-1 PATHWAY ACTIVATORS IN THE CONTROL OF NEUROGENESIS ,
WO2007100892A3,TROJAN HORSE IMMUNOTHERAPY ,
WO2003063575A3,ENDOTHELIALIZATION OF VASCULAR SURFACES ,
WO2007149447A3,"LUNG PROGENITOR CELLS, ASSAYS, AND USES THEREOF ",
WO2010099643A1,METHOD FOR PROMOTING SOMATIC CELLS PROLIFERATION ,
WO2006130651A3,METHOD OF FORMING DENDRITIC CELLS FROM EMBRYONIC STEM CELLS ,
WO2005038010A3,"CONTROL OF ES CELL SELF-RENEWAL AND LINEAGE SPECIFICATION, AND MEDIUM THEREFOR ",
WO2002014479A3,"ISOLATED MAMMALIAN NEURAL STEM CELLS, METHODS OF MAKING SUCH CELLS, AND METHODS OF USING SUCH CELLS ",
WO2001013716A1,&#945;-TOCOPHEROL TRANSPORT PROTEIN KNOCKOUT ANIMAL ,
WO2009061442A8,PROCÉDÉ DE PRODUCTION DE CELLULES SOUCHES PLURIPOTENTES INDUITES (IPS) À PARTIR DE CELLULES HUMAINES NON EMBRYONNAIRES ,
WO2004070013A3,USE OF ISLET 1 AS A MARKER FOR ISOLATING OR GENERATING STEM CELLS ,
WO2002064748A8,"MULTIPOTENT ADULT STEM CELLS, SOURCES THEREOF, METHODS OF OBTAINING AND MAINTAINING SAME, METHODS OF DIFFERENTIATION THEREOF, METHODS OF USE THEREOF AND CELLS DERIVED THEREOF ",
WO2009125804A1,SCREENING METHOD ,
WO2007031879A3,LIPID A ANALOGS FOR TREATING ORAL AND GASTROINTESTINAL MUCOSITIS ,
WO2009063722A1,"MAMMALIAN ARTIFICIAL CHROMOSOME VECTOR CARRYING HUMAN CYTOCHROME P450 GENE (CLUSTER), AND NON-HUMAN MAMMAL HARBORING THE VECTOR ",
WO2000045842A3,METHODS FOR HUMAN ALLOGRAFTING ,
WO2009010841A3,CULTURE FOR EXPANDING STEM CELLS EX-VIVO ,
WO2007134077A3,5 HT RECEPTOR MEDIATED NEUROGENESIS ,
WO2009088189A2,METHOD FOR PRODUCING CLONED TRANSGENIC CANIDAE ,
WO2008035169A3,PROCESS FOR PREPARING HEPATIC CELLS FROM PROGENITOR CELLS PRESENT IN UMBILICAL CORD BLOOD ,
WO2008157318A3,"ALGINATE COATED, POLYSACCHARIDE GEL-CONTAINING FOAM COMPOSITE, PREPARATIVE METHODS, AND USES THEREOF ",
WO2005058951A1,SUGAR CHAIN-LACKING HEPATOCYTE GROWTH FACTOR ,
WO2008091284A3,VECTORS FOR INDUCING HOMOZYGOUS MUTATIONS AND METHODS OF USING SAME ,
WO2003050250B1,CHONDROCYTE PRECURSORS DERIVED FROM HUMAN EMBRYONIC STEM CELLS ,
WO2009009591A3,USE OF CELLS TO FACILITATE TARGETED DELIVERY OF NANOPARTICLE THERAPIES ,
WO2009022907A3,"A METHOD FOR IDENTIFYING, EXPANDING, AND REMOVING ADULT STEM CELLS AND CANCER STEM CELLS ",
WO2008114204A3,A COMBINED SCALABLE IN VITRO DIFFERENTIATION SYSTEM FOR HUMAN BLASTOCYST-DERIVED STEM (HBS) CELLS OR CELLS DERIVED FROM HBS CELLS FOR DIRECT ASSAY APPLICATION IN MULTIWELL PLATES ,
WO2002051438A3,USE OF REPULSIVE GUIDANCE MOLECULE (RGM) AND ITS MODULATORS ,
WO2007077629A1,IMMUNE ADJUVANT ,
WO2006069481A1,TARGET ENRICHMENT METHOD OF STEM CELLS AND MAGNETIC ENRICHMENT DEVICE FOR TARGET LOCALIZATION ,
WO2008008550A3,COMPOSITIONS AND METHODS FOR GROWING HUMAN EMBRYONIC STEM CELLS ,
WO2009100505A8,IMMUNOGENIC PEPTIDES AND THEIR USE IN TRANSPLANTATION ,
WO2006090745A1,AGENT FAVORISANT LA NEUROTISATION ,
WO2010016492A1,METHOD FOR IDENTIFYING AND ISOLATING STEM CELL FROM DENTAL OR PERIODONTAL TISSUE AND STEM CELL OBTAINED BY THE METHOD ,
WO2004063356A3,PERSISTENT EXPRESSION OF CANDIDATE MOLECULE IN PROLIFERATING STEM AND PROGENITOR CELLS FOR DELIVERY OF THERAPEUTIC PRODUCTS ,
WO2006126102A8,COMPOSITIONS AND METHODS FOR FUSION PROTEIN SEPARATION ,
